User-ID,ISBN,Book-Rating,Book-Title
277427,0385484518,0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
277427,0385486804,9,Into the Wild
277427,0385503857,9,Oryx and Crake
277427,0385504209,8,The Da Vinci Code
277427,0399144463,0,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
277427,0399145990,0,The River King
277427,0399501487,9,Lord of the Flies
277427,0425107469,0,Watchers
277427,0425113884,0,Mortal Fear
277427,0425115801,0,Lightning
277427,0425116840,8,The Cardinal of the Kremlin (Jack Ryan Novels)
277427,0425121631,0,Rules of Prey
277427,0425152898,0,Mind Prey
277427,0425154092,0,From Potter's Field
277427,0425155943,0,Contagion
277427,0425158616,0,Cause of Death
277427,0425174271,0,Certain Prey
277427,0425175405,0,Black Notice
277427,0439064872,0,Harry Potter and the Chamber of Secrets (Book 2)
277427,0439136369,0,Harry Potter and the Prisoner of Azkaban (Book 3)
277427,043936213X,0,Harry Potter and the Sorcerer's Stone (Book 1)
277427,0440176484,0,Secrets
277427,0440193613,0,Wanderlust
277427,0440217466,0,Vanished
277427,0440221501,0,Lightning
277427,0440224764,7,The Partner
277427,0440225701,0,The Street Lawyer
277427,0440236703,0,Tell No One
277427,0440241073,0,The Summons
277427,0441172717,0,Dune (Remembering Tomorrow)
277427,0446350982,9,Presumed Innocent
277427,0446602620,0,Blood Work
277427,0446603716,0,Hide &amp; Seek
277427,0446604801,0,Jack &amp; Jill (Alex Cross Novels)
277427,0446607193,0,Unspeakable
277427,0446608890,10,Saving Faith
277427,0446611212,0,Violets Are Blue
277427,0449221482,0,J Is for Judgment
277427,0449221504,0,K Is for Killer (Kinsey Millhone Mysteries (Paperback))
277427,0451169522,0,Misery
277427,0451177096,0,Dolores Claiborne
277427,0451191153,8,The Fountainhead
277427,0451203593,10,24 Hours
277427,0452284449,6,The Virgin Blue
277427,0515128600,0,The Edge
277427,0515132020,0,Heaven and Earth (Three Sisters Island Trilogy)
277427,0515133302,0,Hemlock Bay
277427,0553268880,0,The Prince of Tides
277427,0553271636,0,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback))
277427,0553274295,0,Where the Red Fern Grows
277427,0553279556,0,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))
277427,0553280341,0,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
277427,0553280368,9,C Is for Corpse (Kinsey Millhone Mysteries (Paperback))
277427,0553571818,0,Long After Midnight
277427,0553572997,0,The Alienist
277427,0553582755,0,One Door Away from Heaven
277427,0553586122,0,Reap the Wind
277427,0553801430,0,By the Light of the Moon
277427,0609804138,0,The Sweet Potato Queens' Book of Love
277427,0671001795,0,Two for the Dough
277427,0671037692,8,Long After Midnight
277427,0679457313,0,The God of Small Things
277427,0679459626,0,Flesh and Blood
277427,0679731148,9,A Year in Provence
277427,0679751521,0,Midnight in the Garden of Good and Evil
277427,0684872153,0,Angela's Ashes (MMP) : A Memoir
277427,0688065716,0,The Sands of Time
277427,0743406176,8,If Only It Were True
277427,0743412028,9,Pay It Forward
277427,080410753X,0,The Kitchen God's Wife
277427,0804108749,0,Saint Maybe
277427,080411918X,0,A Patchwork Planet
277427,0971880107,0,Wild Animus
277427,1400031354,0,Tears of the Giraffe (No.1 Ladies Detective Agency)
277427,1400034779,0,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
277434,0312144075,0,The Samurai's Garden : A Novel
277439,0316666343,7,The Lovely Bones: A Novel
277439,0385504209,0,The Da Vinci Code
277439,0671027360,7,Angels &amp; Demons
277453,0385722206,0,Balzac and the Little Chinese Seamstress : A Novel
277462,0312195516,10,The Red Tent (Bestselling Backlist)
277466,0380718340,7,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
277466,042516098X,0,Hornet's Nest
277466,0425175405,0,Black Notice
277466,044022165X,0,The Rainmaker
277466,0446612790,0,2nd Chance
277466,0449219364,0,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
277466,0449221512,0,I Is for Innocent
277466,051512219X,0,Small Town Girl
277466,0553279556,0,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback))
277466,0553292722,8,Still Waters
277466,0553571885,8,A Thin Dark Line (Mysteries &amp; Horror)
277466,0671003755,0,She's Come Undone (Oprah's Book Club (Paperback))
277469,0553572997,9,The Alienist
277478,0345351525,0,The Queen of the Damned (Vampire Chronicles (Paperback))
277478,0345443284,0,While I Was Gone
277478,0425146413,0,Night Prey
277478,0425161242,0,Chromosome 6
277478,0425169863,0,Point of Origin
277478,0425191184,0,Red Rabbit
277478,0440225701,0,The Street Lawyer
277478,0440234743,0,The Testament
277478,0446604089,0,The Best Laid Plans
277478,0446607657,0,When the Wind Blows
277478,0449907481,0,A Thousand Acres (Ballantine Reader's Circle)
277478,0553579606,0,Ashes to Ashes
277478,0553579754,0,Fear Nothing
277478,0553580191,0,Seize the Night
277478,0671003755,0,She's Come Undone (Oprah's Book Club (Paperback))
277478,0671888587,0,I'll Be Seeing You
277478,0786817879,0,"Artemis Fowl (Artemis Fowl, Book 1)"
277478,0786868716,0,The Five People You Meet in Heaven
277478,080410526X,0,All I Really Need to Know
277478,0971880107,0,Wild Animus
277513,0070212570,0,Fried Green Tomatoes at the Whistle Stop Cafe
277513,0399143947,0,Point of Origin
277517,0452282152,8,Girl with a Pearl Earring
277523,0316693200,10,2nd Chance
277523,0385508042,10,The King of Torts
277523,0385510438,10,The Last Juror
277523,0440241537,10,The King of Torts
277523,0446613843,10,The Jester
277523,0515133302,10,Hemlock Bay
277523,0743206045,10,Daddy's Little Girl
277523,1558744150,10,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
277525,0440241073,0,The Summons
277527,0316777722,10,Me Talk Pretty One Day
277527,0679439382,7,The Little Friend
277529,0064400557,8,Charlotte's Web (Trophy Newbery)
277530,0971880107,0,Wild Animus
277533,0452268060,7,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction)
277533,0679734775,6,The House on Mango Street (Vintage Contemporaries)
277535,0316601950,9,The Pilot's Wife : A Novel
277554,0345435168,3,Open House (Oprah's Book Club (Paperback))
277554,0446518581,0,Border Music
277554,0449907481,0,A Thousand Acres (Ballantine Reader's Circle)
277554,0452268060,5,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction)
277563,0743418174,0,Good in Bed
277569,0345447867,0,The Apprentice
277569,0385511612,0,Bleachers
277575,0061015725,0,Prey
277575,0142004235,5,East of Eden (Oprah's Book Club)
277575,0446608262,9,The Lion's Game
277589,0385504209,0,The Da Vinci Code
277589,0553263226,9,The Bourne Supremacy
277595,0804114986,0,The Bonesetter's Daughter
277598,0375707972,8,The Reader
277601,0312421273,3,The Corrections: A Novel
277623,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times
277623,0786890436,4,The Diary of Ellen Rimbauer: My Life at Rose Red
277623,1400031346,8,The No. 1 Ladies' Detective Agency
277623,1400031354,8,Tears of the Giraffe (No.1 Ladies Detective Agency)
277629,0345391055,0,Disclosure
277629,0374184232,4,The Laws of Our Fathers
277629,0380018179,8,The Thorn Birds
277629,0385472943,8,The Runaway Jury
277629,0425116840,6,The Cardinal of the Kremlin (Jack Ryan Novels)
277629,0440241073,8,The Summons
277629,0671452177,0,WLD ACCORDNG GARP
277629,0786861347,0,Don't Stand Too Close to a Naked Man
277639,0060008296,0,Courting Trouble
277639,0345391055,0,Disclosure
277639,034539657X,8,Dark Rivers of the Heart
277639,0373825013,0,"Whirlwind (Tyler, Book 1)"
277639,0380731851,6,Mystic River
277639,0425133540,0,The Sum of All Fears (Jack Ryan Novels)
277639,0425147363,8,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback))
277639,042516098X,5,Hornet's Nest
277639,0425161242,0,Chromosome 6
277639,0440211727,8,A Time to Kill
277639,0440211891,0,Heartbeat
277639,0440213525,0,The Client
277639,0440214041,9,The Pelican Brief
277639,0440218535,0,Smilla's Sense of Snow
277639,0440222656,0,The Horse Whisperer
277639,0446359866,0,Presumed Innocent
277639,0446611212,0,Violets Are Blue
277639,0446612790,0,2nd Chance
277639,0449217264,0,Alaska
277639,0451132378,0,Pet Sematary
277639,0451170385,0,Four Past Midnight
277639,0553478257,0,Fat Tuesday
277639,0553579754,7,Fear Nothing
277639,0553582755,0,One Door Away from Heaven
277639,0553586122,0,Reap the Wind
277639,0671004565,0,We'll Meet Again
277639,0671034022,0,Mercy
277647,067976397X,8,Corelli's Mandolin : A Novel
277648,0515121843,0,Sea Swept (Quinn Brothers (Paperback))
277651,0743225406,8,The Shipping News : A Novel
277689,0804106304,0,The Joy Luck Club
277691,0446607657,9,When the Wind Blows
277698,0316769487,6,The Catcher in the Rye
277705,0440214041,0,The Pelican Brief
277706,0380717018,0,Body of Evidence (Kay Scarpetta Mysteries (Paperback))
277710,0061015725,4,Prey
277710,0345441036,0,Black House
277710,0425192032,9,Lightning
277710,0446613843,6,The Jester
277710,0451208765,10,Sleep No More
277710,0451210840,5,"The Gunslinger (The Dark Tower, Book 1)"
277710,0451210859,0,"The Drawing of the Three (The Dark Tower, Book 2)"
277710,0451210875,8,"Wizard and Glass (The Dark Tower, Book 4)"
277710,0553582763,6,By the Light of the Moon
277711,0449212602,0,The Handmaid's Tale
277711,0452264464,0,Beloved (Plume Contemporary Fiction)
277722,0449005615,10,Seabiscuit: An American Legend
277722,0804114986,8,The Bonesetter's Daughter
277743,0446310786,9,To Kill a Mockingbird
277744,0312421273,7,The Corrections: A Novel
277744,0345339681,3,The Hobbit : The Enchanting Prelude to The Lord of the Rings
277744,0345377443,8,Women Who Run with the Wolves
277744,0440235162,5,The Smoke Jumper
277744,0449005615,0,Seabiscuit: An American Legend
277752,0316666343,7,The Lovely Bones: A Novel
277752,0679734775,8,The House on Mango Street (Vintage Contemporaries)
277756,0385484518,7,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
277761,0385502532,8,Drowning Ruth
277764,0399501487,9,Lord of the Flies
277765,0553272535,8,Night
277775,076790592X,0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
277776,0345339681,7,The Hobbit : The Enchanting Prelude to The Lord of the Rings
277778,0061097314,8,The Bean Trees
277783,0380778556,8,Rebecca
277790,0064400557,0,Charlotte's Web (Trophy Newbery)
277798,0385484518,8,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
277803,0142001740,8,The Secret Life of Bees
277807,0345443284,5,While I Was Gone
277808,0553272535,9,Night
277812,0345339681,0,The Hobbit : The Enchanting Prelude to The Lord of the Rings
277816,0060915544,0,The Bean Trees
277819,0553210092,0,The Scarlet Letter
277827,0380778556,9,Rebecca
277828,0380778556,8,Rebecca
277838,0440414806,0,Holes (Yearling Newbery)
277879,0451180240,0,The Surgeon
277884,0380789019,7,Neverwhere
277888,067976402X,0,Snow Falling on Cedars
277894,0060008024,0,Angels
277895,0060928336,0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
277901,0446672211,7,Where the Heart Is (Oprah's Book Club (Paperback))
277901,0446675059,7,The Honk and Holler Opening Soon
277901,0452282152,8,Girl with a Pearl Earring
277903,0440226430,8,Summer Sisters
277904,006019491X,7,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
277911,0399138250,10,Without Remorse
277913,0452284937,4,Girl With a Pearl Earring
277915,0451163966,0,One Flew Over the Cuckoo's Nest
277915,0452269571,8,Bastard Out of Carolina
277915,0671510053,7,SHIPPING NEWS
277922,0345384377,7,Sole Survivor
277922,0440225701,6,The Street Lawyer
277922,0446609943,7,The Switch
277922,0553580191,9,Seize the Night
277922,0553582917,10,Intensity
277923,0375725784,0,A Heartbreaking Work of Staggering Genius
277923,0385492081,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
277928,0060173289,0,Divine Secrets of the Ya-Ya Sisterhood : A Novel
277928,0374266441,9,Smilla's Sense of Snow
277928,0385301499,8,Circle of Friends
277928,0385421982,0,The Pelican Brief
277928,038542471X,0,The Client
277928,0385475713,0,Alias Grace
277928,0446532231,0,"Dude, Where's My Country?"
277928,0446670251,0,The Virgin Suicides
277928,0670880728,0,Bridget Jones's Diary
277928,0670892963,0,Bridget Jones : The Edge of Reason
277928,0679429220,0,Midnight in the Garden of Good and Evil: A Savannah Story
277928,0679457313,0,The God of Small Things
277928,0679731148,0,A Year in Provence
277928,0804105820,9,It Was on Fire When I Lay Down on It
277932,0971880107,0,Wild Animus
277937,0060934417,9,Bel Canto: A Novel
277937,0142001821,0,The Passion of Artemisia
277937,0312195516,0,The Red Tent (Bestselling Backlist)
277937,0316168815,7,The Lovely Bones
277937,0345468694,6,Blessings
277937,0452283205,7,Falling Angels
277937,0684865742,0,Tis: A Memoir
277937,0743225325,6,Good Harbor: A Novel
277937,0743237188,7,Fall On Your Knees (Oprah #45)
277938,0446672211,9,Where the Heart Is (Oprah's Book Club (Paperback))
277938,0743437802,9,The Stone Monkey (Lincoln Rhyme Novels (Paperback))
277945,0312974256,6,Welcome to Temptation
277945,0312983824,0,Faking It
277945,0451203771,8,Scarlet Feather
277945,0515121843,7,Sea Swept (Quinn Brothers (Paperback))
277945,051512317X,7,Rising Tides
277945,0515124214,7,Inner Harbor (Quinn Brothers (Paperback))
277945,051513628X,0,Key of Light (Key Trilogy (Paperback))
277945,0515136379,7,Key of Knowledge (Key Trilogy (Paperback))
277945,0515136530,7,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)"
277945,0515137111,8,Birthright
277954,0425147517,0,The Key to Midnight
277954,0446310492,0,To Kill a Mockingbird
277958,0142001740,9,The Secret Life of Bees
277959,0156027321,8,Life of Pi
277959,0684855631,0,The Empty Chair
277959,0743204697,10,The Woman Next Door
277959,0767905385,6,Catch Me If You Can: The True Story of a Real Fake
277962,014029628X,0,Girl in Hyacinth Blue
277962,0451169530,0,The Stand: Complete and Uncut
277965,0060173289,0,Divine Secrets of the Ya-Ya Sisterhood : A Novel
277965,0316666343,0,The Lovely Bones: A Novel
277965,0316789089,5,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))
277965,0345353145,0,Sphere
277965,0345354613,0,Eaters of the Dead
277965,0345378482,0,The Andromeda Strain
277965,0345378490,0,Congo
277965,0345380371,0,Rising Sun
277965,0345391055,0,Disclosure
277965,0345402871,0,Airframe
277965,034540288X,0,The Lost World
277965,0345417623,0,Timeline
277965,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
277965,0399141464,8,Cause of Death
277965,0399145087,7,Black Notice
277965,0679433740,0,Paradise
277965,0684874350,10,ANGELA'S ASHES
277965,0786881852,7,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
277969,0446527785,8,A Bend in the Road
277984,0345384369,0,Intensity
277984,0345386108,10,Winter Moon
277984,0425153975,0,The Eyes of Darkness
277984,0440206154,0,Red Dragon
277984,0446603589,0,Absolute Power
277984,0446611778,10,Last Man Standing
277987,0385503857,0,Oryx and Crake
277989,1558745157,6,The Lost Boy: A Foster Child's Search for the Love of a Family
277997,067976402X,8,Snow Falling on Cedars
278002,0373825013,0,"Whirlwind (Tyler, Book 1)"
278002,044651652X,0,The Bridges of Madison County
278002,0451124340,0,Different Seasons
278007,0060928336,0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
278007,0316601950,6,The Pilot's Wife : A Novel
278007,034543479X,8,A Widow for One Year
278007,0446364495,0,The Bridges of Madison County
278007,0446670251,6,The Virgin Suicides
278007,0804115761,7,Thousand Acres
278008,0446518581,0,Border Music
278014,044022165X,0,The Rainmaker
278019,0446610038,0,1st to Die: A Novel
278019,0743203631,0,Gap Creek: The Story Of A Marriage
278023,0449003795,0,P Is for Peril
278026,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback))
278026,0061031410,8,Courting Trouble
278026,0345447867,0,The Apprentice
278026,0380731851,5,Mystic River
278026,0425153975,0,The Eyes of Darkness
278026,0446527041,8,The Crush
278026,0449006522,8,Manhattan Hunt Club
278026,0449219364,6,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
278026,0449221512,5,I Is for Innocent
278026,0451206525,8,Dead Sleep
278026,0515130389,8,Carolina Moon
278026,0671001795,8,Two for the Dough
278026,0743206045,7,Daddy's Little Girl
278044,0451204948,0,A Day Late and a Dollar Short
278044,0553564528,7,Guilty as Sin
278048,0316569321,7,White Oleander : A Novel
278048,0345435168,5,Open House (Oprah's Book Club (Paperback))
278054,0099245027,0,The Testament
278075,0452282152,8,Girl with a Pearl Earring
278079,0385486804,8,Into the Wild
278085,0374270325,7,A Man in Full
278100,0451160916,8,The Shining
278104,0804111359,0,Secret History
278106,0140244824,9,Songs in Ordinary Time (Oprah's Book Club (Paperback))
278106,0375702709,0,A Lesson Before Dying (Vintage Contemporaries (Paperback))
278107,0446605239,8,The Notebook
278110,0671870998,8,The Wedding
278111,1573220876,0,About a Boy
278112,0312924801,0,September
278112,0385472951,8,The Partner
278119,044661162X,9,Chasing the Dime
278122,0375727345,10,House of Sand and Fog
278131,0060958022,8,Five Quarters of the Orange
278137,0312195516,0,The Red Tent (Bestselling Backlist)
278137,0345337662,7,Interview with the Vampire
278137,044022165X,0,The Rainmaker
278137,0440224772,0,Mirror Image
278137,0440235596,0,Tara Road
278137,0446527793,0,The Guardian
278137,0446606812,7,Message in a Bottle
278137,0671003755,0,She's Come Undone (Oprah's Book Club (Paperback))
278137,0671568175,0,Let Me Call You Sweetheart
278137,0671673688,0,While My Pretty One Sleeps
278137,0671793489,0,All Around the Town
278137,0671867091,0,Remember Me
278137,0671888587,0,I'll Be Seeing You
278137,0804106304,8,The Joy Luck Club
278137,0971880107,0,Wild Animus
278137,1558744150,9,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
278144,0060928336,0,Divine Secrets of the Ya-Ya Sisterhood: A Novel
278144,0060930535,0,The Poisonwood Bible: A Novel
278144,0316693235,0,Violets Are Blue
278144,0345417623,0,Timeline
278144,039914465X,0,Southern Cross
278144,0399146253,0,The Last Precinct
278144,0399146725,0,The Jury
278144,039914739X,0,Isle of Dogs
278144,0399150897,0,Blow Fly: A Scarpetta Novel
278144,0425097722,0,Fatherhood
278144,0425147584,0,Debt of Honor (Jack Ryan Novels)
278144,044022103X,0,One True Thing
278144,0440234743,0,The Testament
278144,0446523321,0,The Simple Truth
278144,0446525774,0,Saving Faith
278144,0446525804,0,Last Man Standing
278144,0446605239,0,The Notebook
278144,0446613266,0,Four Blind Mice
278144,0446672211,0,Where the Heart Is (Oprah's Book Club (Paperback))
278144,0553106333,0,Ashes to Ashes
278144,0670869902,0,How Stella Got Her Groove Back
278144,0670894184,0,Back Roads
